Block_ID,Stimulus_Contrast,Stimulus_Size,Stimulus_Color,Stimulus_Persistence,Stimulus_Eccentricity,Center_point_size,Center_point_color,Repeat_ID,CFF
0,0.5,1,0.5,0.1,15,1.0,1.0,0,4.0
1,0.5,4,0.2,0.5,10,0.1,0.1,0,25.60000000000008
2,0.5,4,0.2,0.5,20,1.0,0.1,0,26.70000000000009
3,1.0,4,0.5,0.1,20,0.1,0.1,0,6.79999999999999
4,0.5,4,0.5,0.1,0,1.0,0.1,0,6.199999999999992
5,0.5,4,0.5,0.1,15,0.1,0.1,0,6.199999999999992
6,0.5,1,0.5,0.5,15,0.1,0.1,0,12.299999999999958
7,1.0,1,0.2,0.5,5,0.1,1.0,0,17.09999999999996
8,1.0,1,0.5,0.1,20,0.1,1.0,0,4.0
9,1.0,4,0.5,0.5,5,0.1,0.1,0,30.200000000000145
10,1.0,1,0.5,0.5,10,0.1,0.1,0,16.49999999999995
11,1.0,1,0.2,0.5,15,1.0,1.0,0,12.299999999999958
12,0.5,1,0.2,0.5,20,0.1,0.1,0,9.199999999999967
13,1.0,1,0.2,0.1,0,1.0,0.1,0,4.0
14,1.0,1,0.2,0.1,15,1.0,1.0,0,4.0
15,1.0,1,0.2,0.5,20,0.1,0.1,0,12.199999999999958
16,1.0,1,0.2,0.5,10,1.0,1.0,0,11.99999999999996
17,0.5,1,0.2,0.5,10,0.1,0.1,0,12.399999999999958
18,0.5,4,0.5,0.1,0,0.1,0.1,0,6.89999999999999
19,0.5,4,0.5,0.1,10,1.0,0.1,0,7.499999999999988
20,0.5,4,0.2,0.1,10,1.0,0.1,0,6.0999999999999925
21,1.0,1,0.5,0.5,0,0.1,0.1,0,27.200000000000102
22,1.0,4,0.5,0.5,15,1.0,0.1,0,27.300000000000104
23,1.0,1,0.5,0.1,15,0.1,1.0,0,4.0
24,0.5,1,0.2,0.1,15,0.1,1.0,0,4.0
25,1.0,1,0.5,0.5,5,0.1,1.0,0,17.699999999999967
26,0.5,4,0.2,0.1,20,0.1,1.0,0,4.9999999999999964
27,0.5,1,0.5,0.1,5,0.1,1.0,0,4.0
28,1.0,4,0.5,0.5,10,1.0,1.0,0,30.800000000000157
29,1.0,4,0.2,0.1,10,0.1,0.1,0,6.69999999999999
30,0.5,4,0.5,0.5,15,1.0,1.0,0,29.80000000000014
31,0.5,1,0.5,0.1,0,0.1,1.0,0,7.099999999999989
32,1.0,4,0.2,0.1,10,0.1,1.0,0,6.999999999999989
33,0.5,1,0.2,0.1,5,1.0,0.1,0,4.0
34,1.0,4,0.2,0.1,15,1.0,1.0,0,5.999999999999993
35,1.0,1,0.2,0.5,5,1.0,1.0,0,13.399999999999954
36,0.5,4,0.2,0.1,10,1.0,1.0,0,4.799999999999997
37,0.5,4,0.2,0.1,20,1.0,0.1,0,4.0
38,0.5,1,0.5,0.1,0,1.0,1.0,0,4.0
39,1.0,1,0.5,0.5,15,1.0,1.0,0,12.499999999999956
40,1.0,4,0.5,0.5,5,1.0,1.0,0,30.000000000000146
41,1.0,4,0.2,0.5,15,1.0,1.0,0,21.50000000000002
42,0.5,4,0.5,0.1,20,1.0,0.1,0,5.299999999999995
43,1.0,1,0.5,0.5,0,1.0,0.1,0,13.499999999999954
44,0.5,1,0.5,0.1,0,1.0,0.1,0,4.0
45,1.0,1,0.5,0.1,5,0.1,0.1,0,4.499999999999998
46,1.0,1,0.2,0.1,5,0.1,0.1,0,4.0
47,1.0,4,0.5,0.1,5,0.1,1.0,0,6.199999999999992
48,0.5,4,0.2,0.5,15,1.0,1.0,0,17.99999999999997
49,0.5,4,0.2,0.1,0,0.1,1.0,0,4.899999999999997
50,1.0,4,0.2,0.5,15,1.0,0.1,0,25.100000000000072
51,0.5,4,0.5,0.5,10,1.0,1.0,0,29.400000000000134
52,0.5,1,0.5,0.5,20,0.1,1.0,0,12.199999999999958
53,1.0,4,0.5,0.5,15,0.1,1.0,0,28.000000000000117
54,0.5,1,0.5,0.5,5,0.1,1.0,0,12.899999999999956
55,1.0,1,0.5,0.1,10,0.1,0.1,0,4.0
56,1.0,1,0.2,0.5,20,1.0,1.0,0,5.099999999999984
57,1.0,4,0.2,0.1,15,1.0,0.1,0,5.399999999999995
0,0.5,4,0.5,0.5,0,1.0,0.1,0,29.90000000000014
1,0.5,1,0.2,0.5,20,0.1,1.0,0,13.099999999999955
2,0.5,4,0.5,0.5,15,0.1,1.0,0,34.80000000000021
3,0.5,1,0.2,0.1,15,0.1,0.1,0,4.0
5,1.0,1,0.5,0.1,5,1.0,1.0,0,5.799999999999994
6,1.0,4,0.5,0.5,20,0.1,0.1,0,31.000000000000156
7,0.5,1,0.2,0.5,10,1.0,1.0,0,18.299999999999976
8,0.5,4,0.2,0.1,20,1.0,1.0,0,6.299999999999979
9,1.0,1,0.2,0.1,20,0.1,0.1,0,4.0
12,1.0,4,0.5,0.1,0,1.0,0.1,0,6.499999999999991
13,1.0,1,0.5,0.5,0,0.1,1.0,0,25.70000000000008
14,0.5,1,0.2,0.1,15,1.0,0.1,0,4.0
15,1.0,1,0.5,0.5,20,0.1,0.1,0,21.200000000000017
17,1.0,1,0.2,0.5,10,0.1,1.0,0,20.300000000000004
18,0.5,4,0.5,0.5,0,0.1,0.1,0,24.90000000000007
19,0.5,1,0.5,0.1,20,1.0,1.0,0,4.0
20,1.0,1,0.5,0.5,5,0.1,0.1,0,20.70000000000001
21,0.5,4,0.5,0.5,5,0.1,1.0,0,30.60000000000015
23,0.5,1,0.2,0.5,5,0.1,1.0,0,16.099999999999945
24,0.5,1,0.2,0.1,20,1.0,1.0,0,4.0
25,1.0,4,0.2,0.5,20,1.0,0.1,0,30.900000000000155
27,0.5,1,0.2,0.1,0,1.0,0.1,0,4.0
28,0.5,1,0.2,0.1,5,0.1,1.0,0,4.0
30,1.0,4,0.5,0.1,15,0.1,1.0,0,6.299999999999979
31,0.5,1,0.5,0.1,20,0.1,1.0,0,4.0
32,1.0,1,0.5,0.1,20,0.1,0.1,0,6.89999999999999
34,1.0,1,0.5,0.5,15,1.0,0.1,0,18.799999999999983
36,1.0,4,0.5,0.1,10,1.0,1.0,0,6.79999999999999
37,1.0,1,0.2,0.1,10,1.0,1.0,0,6.3999999999999915
38,1.0,1,0.5,0.1,5,1.0,0.1,0,6.299999999999992
39,1.0,4,0.2,0.1,20,0.1,1.0,0,11.099999999999975
40,1.0,4,0.2,0.1,10,1.0,1.0,0,6.3999999999999915
41,1.0,1,0.2,0.5,20,1.0,0.1,0,12.699999999999957
42,1.0,4,0.2,0.5,20,0.1,1.0,0,23.300000000000047
43,0.5,1,0.2,0.1,5,1.0,1.0,0,4.0
44,0.5,1,0.5,0.1,5,0.1,0.1,0,4.0
45,1.0,4,0.2,0.5,0,0.1,0.1,0,27.400000000000105
46,0.5,1,0.2,0.1,10,0.1,1.0,0,4.0
47,0.5,4,0.5,0.1,0,1.0,1.0,0,5.899999999999993
48,0.5,1,0.2,0.5,15,1.0,0.1,0,13.099999999999955
50,1.0,1,0.2,0.5,0,0.1,1.0,0,23.60000000000005
51,0.5,4,0.2,0.5,5,0.1,1.0,0,22.300000000000033
52,0.5,4,0.5,0.1,20,1.0,1.0,0,6.69999999999999
54,0.5,1,0.5,0.5,0,1.0,1.0,0,4.0
55,1.0,4,0.5,0.5,10,0.1,1.0,0,30.100000000000144
56,1.0,1,0.5,0.1,0,1.0,1.0,0,4.0
57,0.5,4,0.2,0.5,20,0.1,0.1,0,20.1
58,0.5,4,0.5,0.5,10,0.1,0.1,0,27.500000000000107
59,1.0,1,0.2,0.1,20,0.1,1.0,0,4.0
60,0.5,4,0.2,0.5,20,0.1,1.0,0,21.000000000000014
62,1.0,4,0.5,0.5,15,0.1,0.1,0,24.20000000000006
63,0.5,4,0.2,0.5,10,1.0,1.0,0,22.300000000000033
65,0.5,1,0.2,0.1,0,0.1,1.0,0,6.499999999999991
66,1.0,1,0.5,0.1,10,1.0,1.0,0,4.799999999999997
67,0.5,4,0.5,0.5,20,1.0,0.1,0,30.400000000000148
71,0.5,4,0.5,0.1,5,0.1,0.1,0,6.499999999999991
72,0.5,1,0.2,0.5,5,1.0,1.0,0,13.299999999999955
73,1.0,4,0.5,0.5,5,1.0,0.1,0,30.60000000000015
76,0.5,4,0.2,0.5,15,0.1,0.1,0,20.80000000000001
77,1.0,4,0.2,0.5,15,0.1,1.0,0,30.200000000000145
78,1.0,4,0.2,0.1,0,1.0,1.0,0,6.199999999999992
79,0.5,4,0.5,0.1,10,0.1,1.0,0,6.599999999999991
80,0.5,1,0.5,0.1,20,1.0,0.1,0,4.0
81,1.0,1,0.5,0.5,5,1.0,0.1,0,19.499999999999993
82,1.0,1,0.5,0.5,10,1.0,0.1,0,20.1
83,0.5,4,0.2,0.5,5,1.0,0.1,0,19.19999999999999
84,0.5,1,0.5,0.5,15,0.1,1.0,0,12.299999999999958
87,0.5,4,0.5,0.5,0,1.0,1.0,0,29.400000000000134
88,0.5,4,0.2,0.1,10,0.1,1.0,0,7.499999999999988
89,1.0,4,0.5,0.1,5,1.0,0.1,0,6.499999999999991
90,1.0,1,0.2,0.1,0,0.1,0.1,0,5.199999999999996
91,1.0,1,0.2,0.1,5,0.1,1.0,0,4.0
94,1.0,4,0.2,0.5,15,0.1,0.1,0,25.800000000000082
95,0.5,1,0.5,0.5,20,1.0,0.1,0,12.499999999999957
96,0.5,4,0.5,0.5,20,0.1,1.0,0,24.400000000000063
97,1.0,1,0.5,0.1,0,0.1,1.0,0,6.299999999999992
98,1.0,4,0.2,0.5,10,0.1,1.0,0,23.900000000000055
100,0.5,4,0.2,0.1,15,0.1,1.0,0,5.699999999999994
101,0.5,1,0.5,0.1,15,0.1,0.1,0,4.0
102,1.0,4,0.2,0.5,20,0.1,0.1,0,25.500000000000078
103,0.5,1,0.2,0.5,10,1.0,0.1,0,12.999999999999956
104,0.5,4,0.2,0.5,0,1.0,1.0,0,21.200000000000017
105,1.0,4,0.5,0.5,20,1.0,1.0,0,31.90000000000017
107,0.5,4,0.2,0.1,5,0.1,1.0,0,6.599999999999991
108,0.5,1,0.5,0.1,15,1.0,0.1,0,4.0
109,1.0,1,0.2,0.1,15,1.0,0.1,0,4.0
110,1.0,4,0.2,0.5,20,1.0,1.0,0,21.900000000000027
111,1.0,4,0.2,0.5,10,1.0,1.0,0,23.50000000000005
112,0.5,1,0.2,0.5,15,0.1,0.1,0,11.99999999999996
113,0.5,4,0.2,0.5,10,1.0,0.1,0,18.199999999999974
114,1.0,4,0.2,0.5,5,1.0,1.0,0,23.100000000000044
115,1.0,4,0.5,0.1,5,0.1,0.1,0,6.599999999999991
116,0.5,4,0.5,0.1,10,0.1,0.1,0,6.199999999999992
117,0.5,1,0.2,0.1,20,0.1,1.0,0,4.0
118,1.0,1,0.2,0.5,5,0.1,0.1,0,14.79999999999995
119,0.5,1,0.2,0.5,0,0.1,1.0,0,22.00000000000003
120,1.0,4,0.5,0.1,0,1.0,1.0,0,6.599999999999991
122,0.5,4,0.5,0.5,10,0.1,1.0,0,30.400000000000148
123,0.5,4,0.5,0.1,15,1.0,1.0,0,5.799999999999994
124,1.0,4,0.5,0.1,20,0.1,1.0,0,6.3999999999999915
126,0.5,4,0.5,0.1,5,1.0,1.0,0,5.699999999999994
128,1.0,4,0.2,0.1,10,1.0,0.1,0,6.299999999999992
129,0.5,1,0.5,0.5,5,1.0,1.0,0,15.599999999999946
130,1.0,4,0.2,0.1,0,0.1,1.0,0,6.199999999999992
131,0.5,1,0.2,0.1,10,0.1,0.1,0,4.0
132,1.0,1,0.5,0.1,15,0.1,0.1,0,4.0
133,1.0,1,0.5,0.1,15,1.0,1.0,0,4.0
134,0.5,1,0.2,0.1,0,0.1,0.1,0,7.099999999999989
135,0.5,1,0.2,0.5,15,1.0,1.0,0,11.99999999999996
136,1.0,4,0.5,0.1,15,1.0,1.0,0,6.69999999999999
137,0.5,1,0.5,0.5,0,1.0,0.1,0,12.199999999999958
138,0.5,4,0.2,0.5,0,1.0,0.1,0,18.099999999999973
140,0.5,4,0.5,0.1,15,1.0,0.1,0,5.899999999999993
141,0.5,4,0.2,0.5,15,0.1,1.0,0,18.49999999999998
142,0.5,1,0.5,0.5,10,1.0,0.1,0,16.199999999999946
143,1.0,1,0.2,0.1,20,1.0,1.0,0,4.0
144,1.0,4,0.5,0.1,20,1.0,1.0,0,6.89999999999999
145,0.5,1,0.2,0.1,20,0.1,0.1,0,4.0
146,0.5,4,0.5,0.5,5,1.0,0.1,0,29.20000000000013
147,1.0,4,0.5,0.1,20,1.0,0.1,0,6.499999999999991
148,0.5,4,0.5,0.5,15,1.0,0.1,0,28.100000000000115
150,0.5,4,0.2,0.1,5,1.0,0.1,0,5.399999999999995
151,1.0,1,0.5,0.5,20,0.1,1.0,0,17.399999999999963
152,1.0,1,0.2,0.5,15,1.0,0.1,0,12.899999999999956
153,0.5,4,0.2,0.1,0,1.0,0.1,0,6.599999999999991
154,1.0,4,0.5,0.5,20,1.0,0.1,0,30.100000000000144
155,0.5,1,0.2,0.1,10,1.0,0.1,0,4.0
156,1.0,1,0.2,0.1,5,1.0,1.0,0,5.299999999999995
157,1.0,1,0.2,0.5,15,0.1,1.0,0,13.399999999999954
158,0.5,4,0.5,0.5,15,0.1,0.1,0,24.500000000000064
159,1.0,1,0.2,0.5,15,0.1,0.1,0,13.199999999999955
160,1.0,4,0.5,0.5,10,1.0,0.1,0,30.100000000000144
161,1.0,1,0.2,0.5,0,1.0,1.0,0,4.0
162,0.5,4,0.2,0.1,15,1.0,0.1,0,4.899999999999997
163,0.5,1,0.5,0.5,15,1.0,0.1,0,13.199999999999955
164,0.5,4,0.2,0.1,10,0.1,0.1,0,4.299999999999999
165,0.5,4,0.2,0.1,15,0.1,0.1,0,4.199999999999999
166,1.0,4,0.2,0.1,5,0.1,0.1,0,7.499999999999988
167,1.0,4,0.5,0.1,15,1.0,0.1,0,6.69999999999999
168,0.5,1,0.5,0.5,5,0.1,0.1,0,13.899999999999952
169,0.5,1,0.5,0.1,10,0.1,1.0,0,4.0
170,1.0,4,0.2,0.5,5,0.1,1.0,0,25.400000000000077
171,1.0,1,0.5,0.5,20,1.0,1.0,0,13.299999999999955
172,0.5,1,0.2,0.5,0,0.1,0.1,0,20.80000000000001
173,1.0,1,0.5,0.5,10,0.1,1.0,0,18.799999999999983
174,0.5,1,0.2,0.5,0,1.0,1.0,0,4.0
175,1.0,4,0.5,0.1,0,0.1,0.1,0,6.499999999999991
176,0.5,4,0.5,0.5,0,0.1,1.0,0,27.70000000000011
177,1.0,4,0.2,0.1,5,0.1,1.0,0,7.399999999999988
178,1.0,4,0.2,0.5,5,0.1,0.1,0,29.600000000000136
180,0.5,1,0.5,0.1,5,1.0,0.1,0,4.0
181,1.0,1,0.5,0.1,10,0.1,1.0,0,5.799999999999994
182,1.0,1,0.2,0.1,15,0.1,0.1,0,4.0
183,1.0,4,0.2,0.1,20,1.0,0.1,0,7.099999999999989
184,1.0,4,0.2,0.5,10,0.1,0.1,0,30.400000000000148
185,0.5,4,0.2,0.5,10,0.1,1.0,0,20.200000000000003
186,1.0,4,0.2,0.1,0,0.1,0.1,0,6.299999999999992
187,0.5,4,0.2,0.5,5,0.1,0.1,0,20.80000000000001
188,0.5,4,0.5,0.1,15,0.1,1.0,0,6.199999999999992
189,1.0,4,0.2,0.1,5,1.0,0.1,0,6.999999999999989
192,0.5,1,0.5,0.5,0,0.1,0.1,0,24.400000000000063
193,1.0,1,0.5,0.1,20,1.0,0.1,0,4.0
194,0.5,1,0.2,0.5,20,1.0,0.1,0,10.099999999999966
195,0.5,1,0.5,0.5,0,0.1,1.0,0,19.599999999999994
196,1.0,1,0.2,0.1,10,0.1,1.0,0,4.399999999999999
197,1.0,4,0.2,0.5,0,1.0,0.1,0,23.000000000000043
198,1.0,1,0.5,0.1,0,1.0,0.1,0,4.0
200,0.5,1,0.5,0.1,10,0.1,0.1,0,4.0
202,1.0,1,0.2,0.1,15,0.1,1.0,0,4.0
203,1.0,1,0.5,0.5,20,1.0,0.1,0,13.199999999999955
205,1.0,1,0.2,0.1,10,0.1,0.1,0,4.0
206,1.0,1,0.5,0.5,5,1.0,1.0,0,22.00000000000003
207,0.5,4,0.2,0.5,20,1.0,1.0,0,13.699999999999953
208,0.5,1,0.2,0.5,0,1.0,0.1,0,4.0
209,1.0,1,0.2,0.1,0,1.0,1.0,0,4.0
210,0.5,1,0.2,0.1,10,1.0,1.0,0,4.0
211,1.0,4,0.5,0.5,5,0.1,1.0,0,30.50000000000015
212,1.0,4,0.2,0.1,20,1.0,1.0,0,7.099999999999989
213,0.5,1,0.5,0.1,20,0.1,0.1,0,4.0
215,1.0,1,0.2,0.5,0,1.0,0.1,0,7.799999999999974
216,1.0,1,0.2,0.1,20,1.0,0.1,0,4.0
217,0.5,4,0.5,0.5,5,1.0,1.0,0,25.500000000000078
218,0.5,1,0.5,0.1,10,1.0,1.0,0,4.0
220,1.0,4,0.2,0.1,0,1.0,0.1,0,6.199999999999992
221,0.5,1,0.2,0.1,5,0.1,0.1,0,4.0
223,1.0,1,0.5,0.5,15,0.1,0.1,0,13.299999999999967
224,1.0,4,0.5,0.1,5,1.0,1.0,0,6.99999999999992
226,0.5,4,0.2,0.5,15,1.0,0.1,0,12.29999999999997
227,1.0,1,0.5,0.1,0,0.1,0.1,0,5.299999999999995
228,0.5,1,0.5,0.1,0,0.1,0.1,0,5.999999999999993
229,1.0,1,0.5,0.1,20,1.0,1.0,0,4.0
230,1.0,1,0.5,0.1,10,1.0,0.1,0,4.299999999999999
231,1.0,4,0.5,0.5,0,1.0,0.1,0,29.300000000000132
232,1.0,4,0.2,0.5,0,1.0,1.0,0,33.000000000000185
233,1.0,1,0.2,0.5,5,1.0,0.1,0,13.299999999999967
234,0.5,4,0.5,0.5,20,0.1,0.1,0,25.200000000000074
236,1.0,4,0.2,0.1,5,1.0,1.0,0,6.599999999999991
237,0.5,1,0.2,0.5,15,0.1,1.0,0,9.099999999999982
238,0.5,4,0.5,0.1,0,0.1,1.0,0,5.999999999999993
239,1.0,1,0.2,0.1,5,1.0,0.1,0,4.0
241,1.0,1,0.5,0.5,10,1.0,1.0,0,12.599999999999971
242,1.0,1,0.5,0.1,15,1.0,0.1,0,4.0
243,0.5,1,0.2,0.5,20,1.0,1.0,0,4.399999999999999
245,0.5,1,0.5,0.5,5,1.0,0.1,0,14.399999999999963
247,1.0,1,0.2,0.5,20,0.1,1.0,0,12.59999999999997
248,1.0,1,0.5,0.5,15,0.1,1.0,0,11.999999999999972
249,0.5,4,0.5,0.5,20,1.0,1.0,0,28.000000000000114
250,0.5,4,0.2,0.1,15,1.0,1.0,0,4.0
251,1.0,4,0.5,0.1,10,0.1,0.1,0,6.0999999999999925
252,0.5,4,0.5,0.1,10,1.0,1.0,0,6.79999999999999
253,0.5,4,0.5,0.1,5,0.1,1.0,0,6.79999999999999
254,0.5,1,0.5,0.1,10,1.0,0.1,0,4.0
255,1.0,4,0.2,0.5,0,0.1,1.0,0,28.900000000000126
256,1.0,4,0.2,0.1,15,0.1,0.1,0,6.0999999999999925
257,1.0,4,0.5,0.1,10,1.0,0.1,0,6.89999999999999
258,1.0,4,0.2,0.1,15,0.1,1.0,0,5.899999999999993
259,0.5,1,0.5,0.5,10,0.1,1.0,0,12.49999999999997
260,1.0,4,0.5,0.5,20,0.1,1.0,0,28.100000000000158
261,1.0,1,0.2,0.5,10,1.0,0.1,0,12.799999999999969
264,1.0,4,0.5,0.1,10,0.1,1.0,0,7.199999999999989
265,1.0,1,0.2,0.1,0,0.1,1.0,0,5.899999999999993
266,0.5,4,0.2,0.5,5,1.0,1.0,0,19.50000000000003
267,0.5,1,0.5,0.5,15,1.0,1.0,0,12.699999999999969
268,0.5,1,0.5,0.5,10,1.0,1.0,0,12.900000000000004
269,0.5,4,0.2,0.1,20,0.1,0.1,0,5.299999999999995
270,0.5,1,0.2,0.5,10,0.1,1.0,0,11.899999999999995
271,0.5,4,0.5,0.1,5,1.0,0.1,0,6.299999999999992
272,0.5,1,0.5,0.1,5,1.0,1.0,0,5.299999999999995
273,1.0,4,0.5,0.5,15,1.0,1.0,0,30.79999999999987
275,0.5,1,0.5,0.5,20,0.1,0.1,0,12.999999999999996
276,1.0,4,0.5,0.5,10,0.1,0.1,0,30.29999999999992
278,1.0,1,0.2,0.5,10,0.1,0.1,0,13.099999999999984
280,1.0,4,0.2,0.5,10,1.0,0.1,0,28.300000000000004
281,0.5,1,0.2,0.5,5,0.1,0.1,0,12.700000000000012
282,1.0,4,0.2,0.1,20,0.1,0.1,0,5.499999999999925
283,1.0,1,0.5,0.5,0,1.0,1.0,0,4.0
286,0.5,4,0.5,0.5,10,1.0,0.1,0,29.99999999999997
287,0.5,4,0.2,0.1,5,1.0,1.0,0,5.399999999999995
288,0.5,4,0.5,0.5,5,0.1,0.1,0,31.099999999999817
289,0.5,1,0.5,0.5,10,0.1,0.1,0,17.30000000000002
290,1.0,4,0.5,0.5,0,0.1,1.0,0,30.799999999999983
291,1.0,1,0.2,0.5,0,0.1,0.1,0,24.10000000000006
292,0.5,1,0.5,0.1,15,0.1,1.0,0,4.0
294,1.0,4,0.5,0.1,0,0.1,1.0,0,6.499999999999991
295,0.5,4,0.2,0.1,0,1.0,1.0,0,5.099999999999996
296,1.0,4,0.2,0.5,5,1.0,0.1,0,25.099999999999987
297,0.5,4,0.2,0.1,5,0.1,0.1,0,6.499999999999991
298,0.5,4,0.5,0.1,20,0.1,1.0,0,6.000000000000009
299,0.5,1,0.2,0.1,15,1.0,1.0,0,4.0
300,0.5,1,0.2,0.1,0,1.0,1.0,0,4.0
301,0.5,1,0.2,0.1,20,1.0,0.1,0,4.0
302,0.5,4,0.2,0.5,0,0.1,0.1,0,29.9
306,1.0,4,0.5,0.1,15,0.1,0.1,0,6.700000000000006
307,0.5,4,0.5,0.1,20,0.1,0.1,0,5.799999999999953
309,1.0,1,0.2,0.1,10,1.0,0.1,0,4.0
310,1.0,1,0.5,0.1,5,0.1,1.0,0,6.3999999999999915
312,0.5,4,0.2,0.1,0,0.1,0.1,0,6.299999999999992
313,1.0,4,0.5,0.5,0,1.0,1.0,0,30.59999999999995
314,0.5,1,0.5,0.5,20,1.0,1.0,0,12.400000000000013
315,1.0,4,0.5,0.5,0,0.1,0.1,0,30.49999999999998
316,0.5,1,0.2,0.5,5,1.0,0.1,0,13.199999999999983
319,0.5,4,0.2,0.5,0,0.1,1.0,0,27.900000000000112
