Block_ID,VRR_Frequency,Size_Degree,Gabor_Frequency,Threshold_Color_Value,Trail_ID,Real_VRR_period,Observer_choice,Response
4,8,16,0.5,0.135,0,1,0,0
4,8,16,0.5,0.1405093688329026,1,1,1,1
4,8,16,0.5,0.1419731964534466,2,0,0,1
4,8,16,0.5,0.14340796802455,3,1,1,1
4,8,16,0.5,0.1448164184484382,4,0,1,0
4,8,16,0.5,0.1405645669998565,5,1,0,0
4,8,16,0.5,0.1360955824981625,6,1,1,1
4,8,16,0.5,0.1376399033370094,7,0,1,0
4,8,16,0.5,0.1326731847135577,8,1,1,1
4,8,16,0.5,0.1345427672112054,9,0,1,0
4,8,16,0.5,0.1291129406365153,10,1,1,1
4,8,16,0.5,0.1309534016025523,11,0,1,0
4,8,16,0.5,0.1256178552914461,12,1,1,1
4,8,16,0.5,0.1274372680597159,13,1,0,0
4,8,16,0.5,0.1221721268689436,14,1,1,1
4,8,16,0.5,0.1239786355495997,15,1,1,1
4,8,16,0.5,0.1257852729064009,16,1,1,1
4,8,16,0.5,0.1275943718664597,17,1,1,1
4,8,16,0.5,0.1294081939819985,18,0,0,1
4,8,16,0.5,0.1312289399392574,19,0,0,1
4,8,16,0.5,0.1330587590153445,20,0,0,1
4,8,16,0.5,0.1348997576371838,21,1,1,1
4,8,16,0.5,0.1364509279417323,22,0,1,0
4,8,16,0.5,0.1313653161476956,23,1,1,1
4,8,16,0.5,0.1331857290129241,24,0,1,0
4,8,16,0.5,0.1279048540722609,25,1,1,1
4,8,16,0.5,0.1296991143983229,26,0,1,0
4,8,16,0.5,0.1245033040819764,27,0,0,1
4,8,16,0.5,0.1262790937949636,28,0,1,0
4,8,16,0.5,0.1211456771808317,29,0,0,1
0,8,16,1.0,0.1014999999999999,0,0,0,1
0,8,16,1.0,0.116670185512986,1,0,1,0
0,8,16,1.0,0.1110787556773914,2,0,1,0
0,8,16,1.0,0.1050725379403825,3,0,0,1
0,8,16,1.0,0.1071600422652527,4,1,1,1
0,8,16,1.0,0.1091795634507891,5,0,1,0
0,8,16,1.0,0.1030362677934437,6,0,0,1
0,8,16,1.0,0.1051807092718696,7,0,0,1
0,8,16,1.0,0.1072508358195163,8,0,0,1
0,8,16,1.0,0.1092539732365305,9,1,0,0
0,8,16,1.0,0.103161832371422,10,0,0,1
0,8,16,1.0,0.1052880293951385,11,0,1,0
0,8,16,1.0,0.098378343248187,12,0,0,1
0,8,16,1.0,0.1010239868927649,13,1,0,0
0,8,16,1.0,0.0932215857945988,14,1,1,1
0,8,16,1.0,0.0959077728248476,15,0,0,1
0,8,16,1.0,0.098562466474309,16,1,0,0
0,8,16,1.0,0.0907336519691162,17,0,0,1
0,8,16,1.0,0.0934391435339538,18,1,1,1
0,8,16,1.0,0.0961074223272601,19,0,0,1
0,8,16,1.0,0.0987452743846722,20,1,1,1
0,8,16,1.0,0.1013587912260231,21,1,0,0
0,8,16,1.0,0.0936547919618896,22,1,1,1
0,8,16,1.0,0.096305483718907,23,1,1,1
0,8,16,1.0,0.0989267856170051,24,1,0,0
0,8,16,1.0,0.0912003194870156,25,0,1,0
0,8,16,1.0,0.0832026882533738,26,0,0,1
0,8,16,1.0,0.0859999790326852,27,0,0,1
0,8,16,1.0,0.08873950448928,28,1,1,1
0,8,16,1.0,0.0914303578580246,29,0,1,0
3,8,16,2.0,0.0666302858965969,0,1,1,1
3,8,16,2.0,0.0893132844807198,1,1,1,1
3,8,16,2.0,0.0917679890229031,2,0,0,1
3,8,16,2.0,0.0941393795688305,3,1,1,1
3,8,16,2.0,0.0964372244057298,4,0,0,1
3,8,16,2.0,0.098670064802638,5,1,1,1
3,8,16,2.0,0.1008454398558467,6,1,1,1
3,8,16,2.0,0.1029700616821264,7,1,1,1
3,8,16,2.0,0.1050499538272989,8,0,1,0
3,8,16,2.0,0.098623040252196,9,0,0,1
3,8,16,2.0,0.1007832478974515,10,0,0,1
3,8,16,2.0,0.1028932305884243,11,0,0,1
3,8,16,2.0,0.1049589205647038,12,1,0,0
3,8,16,2.0,0.0985775496337283,13,1,0,0
3,8,16,2.0,0.0917790691426874,14,0,1,0
3,8,16,2.0,0.0843577694295053,15,1,1,1
3,8,16,2.0,0.0869310116946617,16,0,1,0
3,8,16,2.0,0.0789549826008605,17,1,1,1
3,8,16,2.0,0.0817533534544379,18,1,1,1
3,8,16,2.0,0.0844206586445141,19,1,1,1
3,8,16,2.0,0.0869736431240092,20,0,1,0
3,8,16,2.0,0.0790633761106411,21,1,1,1
3,8,16,2.0,0.0818379652376213,22,1,1,1
3,8,16,2.0,0.0844835744088887,23,0,0,1
3,8,16,2.0,0.0870165740505302,24,0,1,0
3,8,16,2.0,0.0791711270634581,25,1,1,1
3,8,16,2.0,0.0819222829137546,26,0,1,0
3,8,16,2.0,0.0733674916285051,27,0,0,1
3,8,16,2.0,0.0764063494318093,28,0,1,0
3,8,16,2.0,0.0668931325635532,29,1,1,1
1,8,16,4.0,0.0610660683080099,0,0,1,0
1,8,16,4.0,0.0740194210432019,1,0,1,0
1,8,16,4.0,0.0636170797123777,2,0,0,1
1,8,16,4.0,0.067383601471573,3,0,1,0
1,8,16,4.0,0.0543271428183918,4,0,0,1
1,8,16,4.0,0.0595511759142792,5,0,0,1
1,8,16,4.0,0.0638424131126938,6,0,0,1
1,8,16,4.0,0.0675677595096217,7,0,0,1
1,8,16,4.0,0.0710237041266977,8,1,1,1
1,8,16,4.0,0.0742567803849719,9,0,1,0
1,8,16,4.0,0.0640651198418527,10,0,0,1
1,8,16,4.0,0.0677500987391718,11,0,0,1
1,8,16,4.0,0.0711715047136735,12,1,1,1
1,8,16,4.0,0.0743744157882749,13,1,1,1
1,8,16,4.0,0.0773932239771727,14,0,1,0
1,8,16,4.0,0.0679306391733355,15,1,1,1
1,8,16,4.0,0.0713181134505989,16,0,1,0
1,8,16,4.0,0.0604970601815815,17,0,0,1
1,8,16,4.0,0.0645028226228234,18,0,1,0
1,8,16,4.0,0.0503433202287627,19,1,1,1
1,8,16,4.0,0.0558101340896979,20,0,0,1
1,8,16,4.0,0.0608058067532246,21,1,1,1
1,8,16,4.0,0.0647179015485725,22,0,0,1
1,8,16,4.0,0.0682864040388952,23,0,1,0
1,8,16,4.0,0.0561691160471812,24,0,0,1
1,8,16,4.0,0.0611041376065043,25,1,1,1
1,8,16,4.0,0.064930519556543,26,0,0,1
1,8,16,4.0,0.0684616687389155,27,1,1,1
1,8,16,4.0,0.0717508439236687,28,1,1,1
1,8,16,4.0,0.0748378599690843,29,0,0,1
2,8,16,8.0,0.0600958012419399,0,1,1,1
2,8,16,8.0,0.0848512417800999,1,1,1,1
2,8,16,8.0,0.0874566777715974,2,0,1,0
2,8,16,8.0,0.0793568917444159,3,0,0,1
2,8,16,8.0,0.082178472019451,4,0,1,0
2,8,16,8.0,0.073372245129675,5,0,0,1
2,8,16,8.0,0.0764818776598015,6,0,0,1
2,8,16,8.0,0.0794241693456258,7,0,1,0
2,8,16,8.0,0.0702165044565291,8,1,1,1
2,8,16,8.0,0.0734920608262091,9,0,0,1
2,8,16,8.0,0.0765740535215562,10,1,1,1
2,8,16,8.0,0.0794915312814153,11,0,1,0
2,8,16,8.0,0.070366341541948,12,1,1,1
2,8,16,8.0,0.0736111640126427,13,1,1,1
2,8,16,8.0,0.0766659364422002,14,0,0,1
2,8,16,8.0,0.0795589549761033,15,1,1,1
2,8,16,8.0,0.0823128589402037,16,1,1,1
2,8,16,8.0,0.0849461359653642,17,1,1,1
2,8,16,8.0,0.087474148295294,18,1,1,1
2,8,16,8.0,0.0899098544809297,19,0,1,0
2,8,16,8.0,0.0823583747270312,20,1,1,1
2,8,16,8.0,0.0849714617115417,21,1,1,1
2,8,16,8.0,0.0874807287186848,22,1,1,1
2,8,16,8.0,0.0898988861851959,23,1,1,1
2,8,16,8.0,0.0922368099524894,24,0,0,1
2,8,16,8.0,0.0945039139613219,25,1,1,1
2,8,16,8.0,0.096708431471413,26,0,1,0
2,8,16,8.0,0.0898889479399118,27,0,1,0
2,8,16,8.0,0.0824503308256565,28,0,0,1
2,8,16,8.0,0.0850238191643475,29,0,1,0
